x_image	y_image	clusters	TABULA_MURIS_SENIS_BRAIN_MYELOID_MICROGLIAL_CELL_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ASTROCYTE_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ENDOTHELIAL_CELL_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_NEURON_AGEING	TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_AGEING
8425	10854	14	0	100	0	100	100
11908	11859	3	46.844	0.093	46.844	46.936	46.935
15975	15388	6	100	0	100	100	100
22797	17651	1	0	100	0	100	100
18291	11345	2	100	0	100	100	100
17567	12609	11	100	0	100	100	100
14961	16651	6	100	0	100	100	100
16989	14124	12	100	0	100	100	100
12773	7818	0	0	100	0	100	100
16266	16397	10	99.994	0.006	99.994	100	0.006
19173	20432	14	0	100	0	100	100
17862	16142	12	100	0	100	100	100
16113	10086	2	99.99	0.01	99.99	100	100
22501	13107	15	15.131	0	30.216	32.101	15.13
23659	11591	7	99.562	0.388	99.562	99.95	99.95
15396	16398	10	0	100	0	100	100
11905	9839	3	100	100	100	100	100
11033	8831	0	0.049	0.003	0.049	0.052	0.052
21928	18662	1	0	100	0	100	100
20041	18412	5	0	2.941	0	2.941	2.941
14957	13622	6	100	0	100	100	100
23078	11087	7	0	0	0	0	0
11186	14637	0	0	100	0	100	100
15395	15893	10	0	100	0	100	100
13077	18421	4	0	100	0	100	100
14818	18419	0	0	99.999	0	99.999	99.999
11471	10597	3	88.903	99.87	88.903	100	100
16259	10843	2	100	0	100	100	100
19015	10082	2	98.462	0	98.462	98.462	98.462
23663	14620	9	0	0.074	0	0.074	0.074
23234	18912	1	0	99.611	0	99.611	99.611
11188	16151	4	0	100	0	100	100
14810	11855	2	0.098	0	0.098	0.098	0.098
20037	15382	9	99.797	0	99.797	99.797	99.796
10312	11608	0	0	99.988	0	99.988	99.988
11916	17917	4	0	100	0	100	100
15106	16399	10	0	100	0	100	100
20763	15634	9	0	0	0	0	0
15826	12106	11	100	0	100	100	100
15110	19933	4	0	100	0	100	100
22940	15883	9	0.006	98.367	0.006	98.367	98.367
11185	14132	0	0	99.976	0	99.976	99.976
17717	15890	12	100	0	100	100	100
19608	20179	1	0	100	0	100	100
13647	10342	16	0	0	0	0	0
14084	11603	3	71.429	0	71.429	71.429	71.429
16264	14377	12	100	0	100	100	100
10751	14890	8	0	100	0	100	100
12047	7567	0	0	0	0	0	0
13209	8575	3	100	100	100	100	100
22071	17399	1	0	0	0	0	0
12640	16654	0	0	0	0	0	0
19461	18412	5	0	0	0	0	0
20900	9827	13	100	0	100	100	100
15833	17660	5	0	66.491	0	66.491	66.491
15687	16903	10	0	100	0	100	100
18144	9578	2	100	0	100	100	100
16704	18164	5	0	0.098	0	0.098	0.098
21493	18915	1	0	100	0	100	100
19739	9324	2	88.555	0.006	88.555	88.534	88.555
15110	19428	8	0	100	0	100	100
13804	19682	14	0	100	0	100	100
9442	12114	4	0	100	0	100	100
21778	14875	9	99.998	0	99.998	99.998	99.998
13219	15644	0	0	99.611	0	99.611	99.611
18446	18666	5	0	100	0	100	100
21488	15380	9	98.296	0.051	98.296	98.344	98.344
13649	11856	3	0	0	0	0	0
22650	16389	1	0	0.003	0	0.003	0.003
17713	12861	11	100	0	100	100	100
10023	12619	8	0	100	0	100	100
16699	14124	12	100	0	100	100	100
23374	15125	9	24.242	72.725	24.242	96.967	96.967
21203	18915	1	0	100	0	100	100
12498	18926	14	0	100	0	100	100
18725	10588	2	100	0	100	100	100
20042	18917	5	0	100	0	100	100
21054	16138	9	0	0	0	0	0
13513	18673	4	0	100	0	100	100
9588	12872	4	0	100	0	100	100
12932	18673	4	0	100	0	100	100
15831	16145	10	0	100	0	100	100
17859	14123	11	100	0	100	100	100
22352	10330	7	99.902	0.098	99.902	100	99.988
10462	15395	8	0	100	0	100	100
17709	10336	2	100	0	100	100	100
11618	12364	6	100	0	100	100	100
14081	9079	3	99.997	0.13	99.997	99.999	99.997
23088	18155	1	0	100	0	100	100
11474	13122	0	0	0.002	0	0.002	0.002
17136	15386	6	100	0	100	100	100
16415	19174	5	0	100	0	100	100
13365	16906	0	0	0.775	0	0.775	0.775
19019	13617	13	100	0	100	100	100
13220	16654	5	0	0	0	0	0
21779	15885	9	0.238	3.809	0.238	3.824	3.824
13078	18926	4	0	100	0	100	100
9004	9843	4	0	100	0	100	100
19173	19927	1	0	0.012	0	0.012	0.012
19886	10586	2	99.999	0	99.999	99.999	99.999
16414	18164	5	0	100	0	100	100
11620	13879	0	0	0	0	0	0
16267	16902	10	0	100	0	100	100
15401	20437	15	0	0	100	100	0
15102	13874	6	100	0	100	100	100
15252	17156	5	0	99.975	0	99.975	99.975
12783	15392	0	0	99.951	0	99.951	99.951
19166	14879	12	100	0	100	100	100
10463	16405	4	0	100	0	100	100
20177	11091	2	100	0	100	100	100
9298	12872	4	0	100	0	100	100
17573	17153	10	0	100	0	100	100
18729	13112	11	100	0	100	100	100
16547	9328	2	100	0	100	100	100
16552	12862	11	100	0	100	100	100
9730	10599	0	0	100	0	100	100
13067	10343	3	97.708	1.527	97.708	99.235	99.235
21925	16642	1	0	0	0	0	0
17719	17405	10	0	100	0	100	100
16837	9328	2	11.111	88.889	11.111	100	100
17709	9832	2	100	0	100	100	100
19458	15888	9	100	0	100	100	100
18872	11850	11	100	0	100	100	100
10741	6811	0	0	100	0	100	100
9008	12872	4	0	100	0	100	100
18434	9578	2	100	0	100	100	100
21489	15885	9	98.461	1.538	98.461	99.999	99.999
20769	20178	1	0	100	0	100	100
15970	11853	2	100	0	100	100	100
14523	14885	10	0	0	0	0	0
13944	15895	5	100	0	100	100	100
14373	11098	3	87.525	1.367	87.525	88.894	88.892
10316	14638	8	0	100	0	100	100
17131	11852	2	100	0	100	100	100
15387	9835	7	100	0	100	100	100
13802	17663	0	0	99.225	0	99.225	99.225
16116	12611	11	100	0	100	100	100
12204	16402	0	0	100	0	100	100
16124	18164	5	0	0	0	0	0
17711	11851	2	100	0	100	100	100
16416	19679	8	0	100	0	100	100
13069	11857	3	11.111	88.888	11.111	99.999	99.999
17563	9579	2	100	0	100	100	100
16122	16650	10	0	100	0	100	100
19022	15636	12	100	0	100	100	0
11905	9334	3	100	100	100	100	100
11904	8829	6	100	0	100	100	100
21338	11594	7	0	0	0	0	0
19606	18160	5	0	100	0	100	100
19893	16140	9	0	0	0	0	0
14517	9836	16	0	0	0	0	0
11612	7820	0	0	0	0	0	0
21202	18410	1	0.003	99.997	0.003	100	100
21918	11088	7	0	0	0	0	0
17854	10084	2	0	0	0	0	0
12349	16150	0	0	66.494	0	66.494	66.494
11622	15393	0	0	100	0	100	100
23089	19165	1	0	0	0	0	0
11767	15141	0	0	0	0	0	0
22208	11088	7	99.219	0	99.219	99.219	99.219
19748	16392	9	0	0	0	0	0
19608	19674	1	0	100	0	100	100
18009	17405	10	0	100	0	100	100
15681	12359	2	100	0	100	100	100
10596	7569	0	0.006	0.003	0.006	0.009	0.009
17720	18415	5	0	94.117	0	94.118	94.118
9444	14134	4	0	100	0	100	100
20473	15634	9	0.39	0	0.39	0.39	0.39
18293	12860	11	100	0	100	100	100
17432	19930	8	0	100	0	100	100
9882	15901	4	0	100	0	100	100
11623	15898	8	0	100	0	100	100
22792	14116	9	0	0	0	0	0
15241	9077	7	0	0	0	0	0
16840	11347	2	100	0	100	100	100
20616	14372	13	100	0	100	100	100
10174	16910	15	0	0	100	100	0
14091	17157	5	0	0.006	0	0.006	0.006
11179	9588	6	100	0	100	100	100
21193	11342	7	0	0	0	0	0
9872	8327	0	0	100	0	100	100
16701	16144	10	0	100	0	100	100
10317	15648	4	0	100	0	100	100
20327	15382	9	0.823	0	0.823	0.823	0.823
20186	18159	9	0	99.875	0	99.875	99.875
12490	13373	6	100	0	100	100	100
16262	12863	11	100	0	100	100	100
19307	11597	11	100	0	100	100	100
19594	9577	2	100	0	100	100	100
9875	10347	0	0	0	0	0	0
16555	15387	12	100	0	100	100	100
10163	8832	0	0	0.024	0	0.024	0.024
19887	11091	2	100	0	100	100	100
11181	10597	6	100	0	100	100	100
20320	9828	2	100	0	100	100	100
10745	10346	0	0	0.024	0	0.024	0.024
22062	10331	7	0	0	0	0	0
22354	11845	7	99.976	0	99.976	99.976	99.976
18447	19676	5	0	100	0	100	100
22499	11592	7	100	0	100	100	100
21922	14622	9	3.517	0.251	3.512	3.595	3.595
12056	14131	0	0	0	0	0	0
18296	15385	12	100	0	100	100	100
10164	9337	0	0	0	0	0	0
10025	14638	4	0	100	0	100	100
13502	10594	3	0.173	88.734	0.173	88.908	88.908
13800	16148	5	0	99.225	0	99.225	99.225
10311	11103	0	0	94.118	0	94.118	94.118
21772	10331	7	0	0	0	0	0
10168	12366	8	0	100	0	100	100
19316	18665	5	0	66.577	0	66.577	66.577
11758	8072	6	100	0	100	100	100
11178	8578	0	99.804	0.002	99.804	99.805	99.805
19170	17908	1	0	100	0	100	100
15685	15893	10	100	0	100	100	100
13510	16653	5	0	0.001	0	0.001	0.001
13506	13119	6	99.994	0.006	99.994	100	100
16561	19426	8	0	100	0	100	100
8712	8834	14	0	100	0	100	100
9440	11105	8	0	100	0	100	100
12775	9333	3	5.882	94.118	5.882	100	100
13948	18925	4	0	100	0	100	100
13221	17158	0	0	100	0	100	100
17138	17406	10	88.889	11.111	88.889	100	100
22790	12602	15	100	0	100	100	100
10607	15647	8	0	100	0	100	100
15393	14379	6	100	0	100	100	100
16263	13873	12	100	0	100	100	100
23377	17650	1	0	100	0	100	100
22211	13107	15	0.134	0	66.71	66.711	0.134
12195	9334	3	100	100	100	100	100
23369	11591	7	100	0	100	100	100
9874	9842	0	0	99.999	0	99.999	99.999
16990	14629	12	99.902	0	99.902	99.902	99.902
13215	12614	3	0.001	0	0.001	0.001	0.001
15979	18417	5	0	0	0	0	0
13654	15896	5	0	0.389	0	0.389	0.389
13946	16905	5	0	0.775	0	0.775	0.775
9292	8833	4	0	100	0	100	100
23519	15378	9	0	99.611	0	99.611	99.611
13790	8574	3	100	100	100	100	100
11333	15899	8	0	100	0	100	100
14524	15390	10	100	0	100	100	100
16408	13620	11	100	0	100	100	100
11321	6811	0	0	100	0	100	100
9149	10095	4	0	100	0	100	100
